,avgOR,AvgOffRating,avgStl,Avg FT%,avgAst,Neutral Win,AvgDefRating,Season,avgPf,Away Win,Avg FG%,Top 10 Wins,AvgWinRank,avgBlk,Avg FG3%,Wins,Losses,AvgLossRank,avgDr,Games,Team,Top 25 Wins,avgScore,Upsets,AvgNetRating,Home Win,AvgTO,Conference
2016_1210,13.24,108.66,4.55,71.92,13.42,2,105.26,2016,18.0,4,44.52,1,146.84,4.21,34.97,19,14,43.0,25.79,33,1210,1,73.24,4,3.4,13,11.12,acc
2016_1211,10.47,116.57,5.0,75.98,13.88,6,97.51,2016,17.59,9,48.54,0,197.76,3.0,37.61,25,7,44.0,28.91,32,1211,0,79.5,2,19.05,10,11.34,wcc
2016_1212,8.79,87.84,6.25,64.92,8.57,0,103.16,2016,20.43,1,38.95,0,315.75,1.79,27.38,4,24,218.54,22.82,28,1212,0,59.32,4,-15.31,3,14.82,swac
2016_1213,11.69,107.61,5.9,70.28,14.55,2,97.11,2016,18.59,7,44.81,0,241.65,2.41,36.68,23,6,119.0,26.45,29,1213,0,75.79,2,10.5,14,12.0,wac
2016_1214,14.07,101.76,5.23,65.42,12.27,4,101.39,2016,20.47,8,41.8,0,291.9,3.67,30.89,20,10,142.0,27.23,30,1214,0,74.97,1,0.36,8,13.87,meac
2016_1216,6.91,99.12,6.5,74.8,12.09,0,111.32,2016,21.5,6,40.84,0,281.44,1.97,35.35,9,23,171.96,23.13,32,1216,0,70.84,3,-12.2,3,11.66,aec
2016_1217,10.04,99.2,4.82,59.13,15.18,2,99.88,2016,18.11,4,45.03,0,230.83,5.07,39.17,12,16,134.44,26.25,28,1217,0,66.75,3,-0.67,6,14.54,ivy
2016_1218,10.43,107.85,7.73,68.62,15.63,3,92.77,2016,20.47,7,45.93,0,212.8,3.9,32.79,25,5,93.4,26.93,30,1218,0,77.13,4,15.08,15,13.17,big_west
2016_1219,10.61,112.48,7.5,76.33,14.61,1,104.61,2016,17.79,8,47.05,0,250.67,2.71,38.06,18,10,145.4,22.68,28,1219,0,75.25,2,7.86,9,10.68,big_south
2016_1220,11.88,109.63,6.13,69.04,14.81,4,103.3,2016,15.97,9,44.09,0,169.22,3.22,35.51,23,9,92.22,27.06,32,1220,0,78.28,2,6.33,10,11.66,caa
2016_1221,8.15,98.77,6.45,69.25,13.91,0,106.07,2016,16.82,6,41.29,0,242.29,2.52,32.73,14,19,204.47,21.97,33,1221,0,65.33,8,-7.3,8,10.97,patriot
2016_1222,12.97,114.65,6.0,70.31,12.97,1,101.86,2016,19.23,6,46.68,0,189.09,3.87,35.21,22,9,98.78,25.0,31,1222,1,77.87,5,12.79,15,10.48,aac
2016_1223,9.93,102.82,4.83,72.78,12.76,1,109.9,2016,19.55,4,45.39,0,311.85,3.24,35.23,13,16,125.44,24.86,29,1223,0,73.0,1,-7.08,8,14.93,southland
2016_1224,12.47,96.33,6.1,72.54,8.03,2,105.29,2016,19.63,2,39.8,0,285.4,2.93,29.46,10,20,215.8,24.83,30,1224,0,70.23,6,-8.96,6,14.8,meac
2016_1225,11.35,100.45,5.03,70.74,11.39,2,99.53,2016,22.06,8,43.08,0,249.89,2.71,36.54,19,12,204.58,25.55,31,1225,0,67.58,3,0.92,9,15.39,big_sky
2016_1226,8.86,102.05,7.17,72.87,11.86,1,105.83,2016,18.76,5,43.33,0,279.57,2.66,35.65,14,15,200.0,25.76,29,1226,0,72.79,3,-3.78,8,13.1,big_sky
2016_1227,13.39,88.2,5.5,61.86,10.79,0,107.58,2016,21.75,0,37.89,0,240.0,5.21,30.42,3,25,183.88,27.21,28,1227,0,65.43,3,-19.38,3,15.57,horizon
2016_1228,7.59,102.64,5.85,74.63,13.59,7,106.11,2016,17.24,2,43.2,0,195.27,1.91,36.26,15,19,58.05,24.06,34,1228,1,72.12,5,-3.47,6,10.5,big_ten
2016_1229,10.94,99.53,6.52,67.39,12.48,0,97.36,2016,19.77,5,41.22,0,206.76,3.52,33.33,17,14,93.07,24.45,31,1229,0,66.97,3,2.17,12,12.55,mvc
2016_1230,7.8,102.04,6.2,77.06,14.08,0,106.53,2016,18.64,7,42.5,0,288.64,2.36,38.95,14,11,145.64,24.4,25,1230,0,71.24,1,-4.49,7,12.44,southland
2016_1231,12.03,119.21,6.94,72.3,15.97,2,100.21,2016,18.19,6,50.11,0,147.88,3.97,41.47,25,7,79.0,25.34,32,1231,2,82.28,2,19.01,17,13.66,big_ten
2016_1232,10.68,95.06,5.74,69.66,10.74,3,98.51,2016,21.61,2,39.0,0,190.86,2.61,29.87,14,17,135.65,26.94,31,1232,0,67.58,5,-3.45,9,13.19,mvc
2016_1233,10.59,110.06,7.56,71.25,16.84,2,100.75,2016,19.44,9,45.61,0,218.23,4.13,37.21,22,10,93.5,26.31,32,1233,0,79.59,2,9.31,11,12.78,maac
2016_1234,11.9,112.42,6.81,71.92,16.0,2,98.98,2016,16.26,6,45.05,0,144.57,4.84,38.23,21,10,51.9,26.48,31,1234,4,78.1,4,13.44,13,10.42,big_ten
2016_1235,9.09,113.36,6.16,70.61,16.53,3,103.28,2016,15.53,4,50.15,2,120.95,4.22,38.02,21,11,21.18,26.97,32,1235,2,81.84,2,10.09,14,11.56,big_twelve
2016_1236,9.94,111.32,5.23,71.73,14.65,2,107.59,2016,17.35,10,45.72,0,199.45,3.26,40.73,22,9,105.44,26.0,31,1236,0,78.55,1,3.73,10,12.06,summit
2016_1237,10.06,96.81,6.65,70.91,10.87,0,104.51,2016,20.48,4,41.94,0,171.25,2.35,33.33,12,19,144.79,24.29,31,1237,0,67.58,6,-7.71,8,13.26,summit
2016_1238,13.44,97.54,7.56,62.89,12.09,2,94.54,2016,21.63,6,40.0,0,310.12,3.56,29.96,17,15,169.53,25.91,32,1238,0,67.22,1,3.0,9,12.34,swac
2016_1239,10.61,103.77,6.07,66.54,12.0,0,106.85,2016,19.04,4,42.86,0,289.75,2.43,38.85,12,16,193.38,26.64,28,1239,0,74.82,4,-3.09,8,11.21,a_sun
2016_1240,9.86,100.04,4.93,73.83,11.62,1,109.12,2016,19.9,2,39.73,0,273.0,2.9,34.54,6,23,168.52,21.48,29,1240,0,66.31,4,-9.08,3,10.83,ovc
2016_1241,10.65,107.32,4.32,68.28,12.32,0,99.18,2016,19.19,9,44.25,0,173.7,2.87,35.07,20,11,104.82,28.48,31,1241,0,74.16,3,8.14,11,11.84,caa
2016_1242,10.55,114.5,6.76,70.62,15.45,6,95.99,2016,18.91,7,48.87,4,86.62,4.0,42.2,29,4,53.75,26.79,33,1242,9,80.3,0,18.51,16,12.55,big_twelve
2016_1243,13.24,102.5,7.55,68.8,13.88,3,99.63,2016,19.97,2,42.91,1,170.0,2.76,30.02,17,16,25.44,23.21,33,1243,1,70.73,3,2.87,12,13.94,big_twelve
2016_1244,10.34,100.07,6.86,69.69,11.93,0,111.18,2016,20.0,3,43.78,0,274.89,3.14,35.14,9,20,151.15,22.93,29,1244,0,71.28,2,-11.12,6,13.1,a_sun
2016_1245,12.55,106.25,5.03,68.06,11.52,0,106.71,2016,18.39,6,44.06,0,197.33,3.45,32.78,18,13,112.85,24.77,31,1245,0,72.81,4,-0.46,12,11.97,mac
2016_1246,12.88,116.51,5.62,68.34,14.41,5,98.75,2016,20.47,4,47.86,0,107.15,5.65,37.05,26,8,83.25,25.71,34,1246,3,79.68,0,17.77,17,11.0,sec
2016_1247,8.8,95.28,6.67,66.73,12.57,1,110.99,2016,17.27,0,40.09,0,167.5,2.87,33.6,8,22,108.09,21.57,30,1247,1,63.53,6,-15.7,7,12.57,a_ten
2016_1248,8.07,99.73,5.7,69.15,13.87,0,112.35,2016,19.6,2,43.54,0,242.5,2.3,36.51,6,24,197.29,23.8,30,1248,0,71.4,6,-12.62,4,13.03,patriot
2016_1249,13.08,100.09,6.77,66.51,13.5,0,107.87,2016,23.46,4,41.99,0,313.86,3.46,32.62,7,19,212.32,24.23,26,1249,0,73.04,3,-7.77,3,15.0,southland
2016_1250,9.48,104.63,6.68,72.61,14.71,0,104.07,2016,17.35,7,45.4,0,240.69,3.06,39.35,16,15,160.93,24.29,31,1250,0,70.45,0,0.56,9,12.94,patriot
2016_1251,6.31,98.59,5.14,72.73,12.55,0,109.03,2016,20.0,5,44.35,0,230.0,1.28,36.11,10,19,183.11,22.07,29,1251,0,63.1,6,-10.44,5,13.66,big_south
2016_1252,10.16,103.68,6.48,69.76,16.32,1,110.16,2016,19.06,5,43.51,0,263.8,2.81,35.03,10,21,168.81,26.13,31,1252,0,77.77,4,-6.48,4,14.0,a_sun
2016_1253,10.34,102.88,6.34,68.42,15.0,3,103.63,2016,20.53,6,42.49,0,182.72,2.5,36.9,18,14,99.86,24.81,32,1253,1,72.91,3,-0.76,9,12.28,big_west
2016_1254,12.45,103.1,7.68,71.41,13.94,1,104.3,2016,21.03,8,43.13,0,269.94,2.81,29.68,16,15,241.13,25.45,31,1254,0,76.19,4,-1.2,7,13.61,nec
2016_1255,10.37,101.85,6.1,70.36,12.37,1,111.24,2016,19.2,4,44.72,0,243.0,2.47,34.87,7,23,208.83,24.93,30,1255,0,71.63,7,-9.39,2,14.43,big_south
2016_1256,10.83,106.89,7.03,67.32,13.63,0,100.15,2016,18.4,7,45.59,0,231.57,4.17,33.23,21,9,194.56,26.73,30,1256,0,78.8,4,6.74,14,12.47,cusa
2016_1257,13.39,112.05,7.16,69.05,13.52,1,92.7,2016,19.26,4,46.89,1,148.3,4.81,34.7,23,8,27.63,24.77,31,1257,2,74.97,1,19.35,18,11.39,acc
2016_1258,11.03,101.36,6.7,72.55,15.3,1,109.45,2016,20.5,5,41.54,0,268.31,2.83,33.8,13,17,128.76,22.47,30,1258,0,70.73,1,-8.1,7,11.27,wcc
2016_1259,11.13,101.21,5.4,71.21,11.23,0,108.73,2016,21.63,4,43.01,0,260.67,3.4,30.38,9,21,168.57,24.0,30,1259,0,69.67,6,-7.52,5,13.07,patriot
2016_1260,7.42,96.02,5.74,73.36,11.61,2,99.23,2016,18.39,4,42.41,0,225.86,2.77,35.29,14,17,147.53,22.55,31,1260,0,63.71,7,-3.21,8,12.48,mvc
2016_1261,11.15,107.42,7.97,66.47,15.36,1,104.43,2016,18.48,3,45.98,0,147.16,2.73,32.74,19,14,81.14,26.12,33,1261,2,78.85,6,2.99,15,11.94,sec
2016_1262,8.61,100.79,6.89,67.9,14.32,0,111.63,2016,20.86,5,46.54,0,258.0,2.39,36.15,10,18,182.06,23.82,28,1262,0,75.61,5,-10.84,5,15.93,aec
2016_1263,11.23,96.7,8.3,65.63,14.43,0,109.83,2016,21.3,3,43.22,0,280.63,3.0,33.88,8,22,193.36,23.9,30,1263,0,75.97,6,-13.13,5,16.37,aec
2016_1264,7.81,99.03,7.68,74.05,14.06,1,104.22,2016,21.68,4,43.07,0,239.31,2.29,36.08,13,18,163.83,21.74,31,1264,0,68.81,5,-5.19,8,14.26,maac
2016_1265,8.7,101.7,4.6,73.33,11.67,1,112.45,2016,19.57,2,42.21,0,240.43,2.7,34.16,7,23,186.91,23.8,30,1265,0,71.5,7,-10.75,4,12.13,maac
2016_1266,9.42,103.75,7.82,72.64,16.15,3,100.89,2016,18.82,5,46.82,0,193.05,4.15,33.92,20,13,50.38,26.33,33,1266,0,76.27,8,2.87,12,14.7,big_east
2016_1267,10.33,109.61,6.85,69.31,16.79,2,108.87,2016,19.33,5,46.59,0,229.94,3.12,33.71,17,16,100.06,26.94,33,1267,0,86.0,1,0.74,10,12.85,cusa
2016_1268,9.22,112.02,5.75,76.05,14.06,5,99.52,2016,16.63,4,48.54,0,137.0,5.38,37.58,24,8,52.5,26.16,32,1268,1,75.53,1,12.5,15,12.84,big_ten
2016_1269,9.59,100.43,6.47,69.88,13.84,2,104.12,2016,20.88,3,42.93,0,205.71,3.53,33.0,14,18,97.5,26.06,32,1269,0,73.53,5,-3.69,9,12.78,a_ten
2016_1270,11.0,98.7,5.62,68.84,11.04,0,111.38,2016,20.15,2,40.8,0,287.57,4.08,33.21,7,19,216.47,24.77,26,1270,0,71.38,5,-12.68,5,12.81,southland
2016_1271,10.39,98.06,5.74,70.94,12.13,0,108.76,2016,21.65,3,43.38,0,287.89,2.23,32.43,9,22,199.18,22.65,31,1271,0,66.55,4,-10.7,6,15.71,meac
2016_1272,12.82,103.13,7.68,72.25,15.0,3,95.01,2016,20.03,2,41.29,0,193.74,5.44,32.44,19,15,86.07,27.62,34,1272,0,76.56,6,8.12,14,12.15,aac
2016_1273,12.58,108.01,4.94,73.68,14.39,5,104.16,2016,17.52,3,44.61,0,246.82,2.32,35.93,17,14,137.21,26.74,31,1273,0,71.32,2,3.84,9,12.77,southern
2016_1274,9.69,114.13,6.06,75.07,12.81,4,100.7,2016,16.56,6,47.67,2,104.44,3.63,36.56,25,7,66.14,25.06,32,1274,4,75.63,2,13.43,15,10.66,acc
2016_1275,9.75,96.22,6.47,73.47,10.22,0,104.73,2016,18.81,3,40.24,0,161.33,2.16,30.8,12,20,131.3,22.41,32,1275,0,63.16,7,-8.52,9,12.09,mac
2016_1276,7.88,112.25,5.42,73.92,14.97,5,103.08,2016,15.67,4,46.48,0,173.1,2.09,38.42,21,12,26.08,24.15,33,1276,3,74.42,4,9.17,12,9.73,big_ten
2016_1277,12.29,118.03,4.41,73.03,20.56,8,93.92,2016,19.09,7,48.37,1,129.17,5.15,43.36,29,5,55.6,29.56,34,1277,6,79.76,1,24.11,14,11.79,big_ten
2016_1278,10.0,98.26,5.48,70.74,12.23,1,106.92,2016,18.26,0,40.54,0,193.63,3.65,30.96,8,23,97.48,24.45,31,1278,1,68.0,5,-8.67,7,11.42,big_ten
2016_1279,13.25,106.88,7.56,70.92,12.88,2,102.13,2016,19.88,6,41.57,0,184.9,3.13,33.83,20,12,74.42,25.19,32,1279,0,75.16,3,4.75,12,12.06,sec
2016_1280,10.48,106.14,6.52,72.5,13.9,2,103.16,2016,19.26,2,45.65,0,180.93,4.29,33.38,14,17,84.24,24.81,31,1280,0,74.94,5,2.98,10,12.68,sec
2016_1281,9.52,98.78,5.45,70.78,11.71,0,105.84,2016,20.55,0,42.17,0,203.9,2.61,30.97,10,21,77.9,26.26,31,1281,0,68.58,6,-7.06,10,12.45,sec
2016_1282,11.61,101.66,5.82,68.27,11.18,1,108.16,2016,20.96,2,42.49,0,256.33,3.11,36.76,9,19,163.42,23.43,28,1282,0,69.11,4,-6.49,6,13.18,wac
2016_1283,10.23,96.26,6.13,67.83,12.16,1,105.19,2016,19.29,4,41.41,0,224.5,4.1,31.97,12,19,129.74,24.71,31,1283,0,66.97,6,-8.93,7,12.9,mvc
2016_1284,10.76,107.12,8.32,76.63,12.26,4,95.6,2016,21.21,13,43.64,0,201.07,3.59,36.98,27,7,126.86,28.06,34,1284,0,79.41,2,11.52,10,12.53,maac
2016_1285,9.45,107.87,5.17,69.06,12.93,2,100.75,2016,22.07,7,46.28,0,261.94,2.41,36.69,18,11,151.55,24.72,29,1285,0,72.21,1,7.12,9,12.28,big_sky
2016_1286,12.77,108.15,4.9,68.95,12.6,1,110.23,2016,22.1,4,43.0,0,273.31,2.0,37.16,13,17,186.24,24.63,30,1286,0,75.97,4,-2.09,8,12.2,big_sky
2016_1287,14.83,106.25,7.45,69.13,13.66,1,101.73,2016,23.24,6,43.1,0,209.94,2.38,37.5,17,12,138.17,22.07,29,1287,0,70.72,1,4.52,10,12.9,ovc
2016_1288,11.93,96.32,6.1,68.32,11.3,1,103.75,2016,18.6,2,39.73,0,312.5,2.1,30.1,8,22,206.59,22.83,30,1288,0,67.43,5,-7.42,5,11.7,meac
2016_1290,10.86,90.56,6.89,69.27,10.66,2,106.06,2016,19.17,3,38.8,0,326.38,2.34,30.34,8,27,204.56,24.74,35,1290,0,65.51,2,-15.5,3,13.43,swac
2016_1291,9.64,95.16,7.52,69.22,10.94,0,98.32,2016,19.85,5,40.06,0,265.71,3.61,31.7,14,19,194.16,21.33,33,1291,0,67.21,3,-3.16,9,12.15,nec
2016_1292,10.26,104.56,6.26,60.72,13.03,6,98.06,2016,20.45,7,44.89,0,214.91,3.48,38.87,22,9,108.89,26.55,31,1292,0,72.32,0,6.5,9,11.94,cusa
2016_1293,9.45,106.61,5.55,71.46,13.86,3,104.0,2016,19.86,4,44.91,0,239.87,1.93,36.07,15,14,137.86,22.69,29,1293,0,69.17,3,2.62,8,11.59,ovc
2016_1294,10.17,104.45,5.62,72.5,10.07,0,116.35,2016,23.31,3,44.88,0,247.13,2.55,36.42,8,21,197.86,23.59,29,1294,0,72.97,6,-11.89,5,13.9,big_sky
2016_1295,8.68,102.75,5.84,68.22,10.19,4,98.94,2016,16.06,4,43.88,0,207.39,3.65,34.11,18,13,136.92,25.48,31,1295,0,67.65,3,3.81,10,10.74,summit
2016_1296,12.0,102.43,6.86,67.6,13.21,0,99.73,2016,20.76,3,41.63,0,194.94,3.45,35.8,17,12,129.75,25.93,29,1296,0,70.24,3,2.7,14,12.86,mac
2016_1297,9.25,99.13,4.5,67.74,14.14,0,108.36,2016,20.86,2,43.53,0,239.0,2.79,35.3,7,21,164.38,24.82,28,1297,0,69.46,5,-9.22,5,13.71,horizon
2016_1298,10.84,101.6,5.66,63.97,13.34,2,98.9,2016,19.84,11,45.51,0,255.17,3.78,30.58,18,14,184.07,24.69,32,1298,0,67.31,5,2.7,5,13.16,patriot
2016_1299,11.06,96.62,5.03,71.25,10.32,0,107.81,2016,22.45,2,40.26,0,311.5,2.35,31.75,10,21,215.62,24.55,31,1299,0,67.16,7,-11.19,8,13.61,meac
2016_1300,12.24,99.86,5.45,66.24,11.79,2,104.54,2016,19.93,3,42.26,0,310.4,1.48,33.91,10,19,221.53,24.24,29,1300,0,67.48,5,-4.68,5,13.72,meac
2016_1301,13.85,108.88,4.52,69.88,11.61,2,108.34,2016,16.91,3,43.32,1,159.13,4.27,34.79,16,17,52.71,25.73,33,1301,1,75.21,4,0.54,11,11.09,acc
2016_1303,10.0,108.22,9.34,74.67,14.0,2,106.14,2016,20.62,7,47.3,0,188.56,2.9,32.94,16,13,147.69,24.31,29,1303,0,83.86,4,2.08,7,13.03,summit
2016_1304,11.09,106.36,7.35,72.98,11.68,3,102.36,2016,19.32,3,44.69,0,230.69,3.29,34.7,16,18,58.94,24.15,34,1304,1,72.24,6,4.0,10,11.79,big_ten
2016_1305,12.23,97.71,7.03,72.91,11.33,3,97.76,2016,21.5,5,40.23,0,207.12,5.47,26.76,17,13,108.38,27.93,30,1305,0,71.87,1,-0.05,9,13.1,mwc
2016_1306,11.14,101.51,3.97,72.81,11.28,0,103.26,2016,18.34,8,41.0,0,288.71,1.66,32.35,17,12,131.08,26.66,29,1306,0,69.69,1,-1.75,9,11.34,aec
2016_1307,9.69,104.4,5.63,73.82,14.41,0,101.88,2016,20.59,5,46.52,0,165.53,4.06,36.3,17,15,130.87,26.97,32,1307,0,76.0,8,2.52,12,15.28,mwc
2016_1308,12.29,104.64,4.19,67.42,13.94,1,93.72,2016,16.06,7,46.0,0,249.38,4.84,32.45,21,10,113.3,29.0,31,1308,0,71.03,1,10.93,13,13.9,wac
2016_1309,14.0,98.19,7.67,68.86,13.07,0,107.24,2016,21.48,3,40.85,0,331.57,2.63,32.48,7,20,215.5,23.22,27,1309,0,73.26,5,-9.05,4,14.59,southland
2016_1310,12.0,94.24,5.16,69.52,10.84,1,105.74,2016,19.56,1,40.38,0,288.71,3.22,28.18,7,25,165.12,24.47,32,1310,0,64.59,4,-11.51,5,14.41,maac
2016_1311,9.06,92.14,6.52,65.69,12.29,2,108.36,2016,20.35,1,41.39,0,291.38,4.81,30.85,8,23,191.09,23.94,31,1311,0,66.1,2,-16.23,5,15.81,southland
2016_1312,9.5,105.11,6.63,74.23,15.6,0,105.07,2016,20.0,8,44.18,0,270.88,2.13,34.33,16,14,162.36,25.07,30,1312,0,75.0,1,0.04,8,13.0,a_sun
2016_1313,11.03,107.35,5.71,78.12,12.26,1,106.94,2016,21.29,7,42.55,0,295.87,5.06,35.38,15,16,162.63,23.23,31,1313,0,73.9,3,0.4,7,12.19,meac
2016_1314,14.03,115.74,6.88,73.76,18.12,7,99.07,2016,17.91,6,47.87,2,110.5,4.38,31.39,28,6,28.33,26.94,34,1314,4,82.26,1,16.67,15,10.91,acc
2016_1315,8.48,100.47,7.55,68.2,12.93,3,99.58,2016,21.48,4,45.23,0,267.14,2.59,36.46,14,15,166.53,27.31,29,1315,0,73.48,2,0.89,7,13.28,big_sky
2016_1316,8.33,116.44,4.77,72.3,16.1,2,110.97,2016,16.6,6,48.14,0,262.37,4.87,41.02,19,11,160.27,25.3,30,1316,0,83.4,2,5.47,11,10.67,a_sun
2016_1317,11.17,101.44,6.4,65.07,10.8,0,111.05,2016,21.27,1,44.32,0,268.6,3.0,32.2,10,20,166.8,23.9,30,1317,0,72.13,5,-9.62,9,13.87,cusa
2016_1318,8.72,104.86,5.69,72.21,14.63,3,104.27,2016,16.47,8,43.65,1,172.76,3.22,37.25,17,15,107.33,24.59,32,1318,1,71.41,4,0.59,6,12.38,caa
2016_1319,8.61,92.37,6.29,70.19,11.89,0,114.29,2016,19.0,1,39.05,0,260.67,1.75,33.39,3,25,182.32,24.14,28,1319,0,67.25,2,-21.93,2,13.11,big_sky
2016_1320,5.36,105.7,5.79,75.4,11.85,5,97.92,2016,15.33,6,45.43,1,164.19,2.64,37.19,21,12,149.0,24.33,33,1320,2,67.55,5,7.77,10,9.7,mvc
2016_1321,10.69,109.89,3.88,66.67,16.47,1,100.4,2016,18.91,5,45.0,0,216.65,3.78,35.82,20,12,41.0,25.75,32,1321,0,72.0,2,9.49,14,10.34,big_ten
2016_1322,9.83,102.11,6.29,77.41,14.88,0,115.32,2016,20.04,1,44.25,0,326.6,3.04,34.26,5,19,193.42,22.21,24,1322,0,76.83,5,-13.21,4,14.63,southland
2016_1323,10.91,115.4,5.59,73.53,13.47,2,107.52,2016,15.5,5,47.13,1,143.38,3.91,36.89,21,11,40.82,25.16,32,1323,4,75.72,5,7.88,14,9.72,acc
2016_1324,11.69,114.82,5.94,76.77,15.63,2,104.66,2016,19.19,11,45.86,0,228.62,3.53,39.55,21,11,126.27,27.97,32,1324,0,86.31,4,10.16,8,11.59,horizon
2016_1325,8.58,110.31,4.39,74.43,14.03,2,105.83,2016,18.58,5,47.09,0,180.85,3.71,38.64,20,11,104.27,26.87,31,1325,0,77.9,0,4.47,13,12.06,mac
2016_1326,10.61,102.46,5.55,67.16,11.48,2,99.5,2016,17.73,4,44.41,0,176.75,5.42,33.99,20,13,42.23,26.97,33,1326,1,70.42,3,2.96,14,12.91,big_ten
2016_1328,10.72,111.39,6.91,72.8,14.53,4,97.57,2016,16.81,7,45.85,3,112.44,5.25,42.6,25,7,26.71,28.09,32,1328,7,80.41,1,13.83,14,12.97,big_twelve
2016_1329,9.69,100.66,5.59,72.94,12.16,3,102.46,2016,19.91,1,42.31,1,177.83,4.13,32.8,12,20,57.75,25.03,32,1329,1,66.5,5,-1.81,8,12.56,big_twelve
2016_1330,13.29,108.35,5.74,67.9,13.17,3,97.76,2016,18.34,7,44.22,0,236.95,4.11,30.11,22,13,117.08,25.57,35,1330,0,68.49,4,10.59,12,9.2,cusa
2016_1331,9.55,105.56,5.03,75.69,11.79,2,109.65,2016,18.72,4,45.25,0,191.0,4.24,38.01,12,17,110.53,24.62,29,1331,0,74.34,3,-4.09,6,12.21,summit
2016_1332,11.76,112.68,7.61,71.48,13.64,5,99.69,2016,18.03,5,46.37,3,88.74,5.82,35.05,27,6,69.83,24.0,33,1332,5,78.55,0,12.99,17,11.36,pac_twelve
2016_1333,10.57,104.8,7.33,68.07,13.37,3,103.02,2016,20.23,4,43.95,2,118.67,3.27,37.27,18,12,41.0,23.97,30,1333,3,72.0,3,1.77,11,11.53,pac_twelve
2016_1334,10.04,99.06,4.08,67.27,12.15,0,107.89,2016,23.38,2,43.02,0,221.83,2.46,32.2,6,20,147.25,24.92,26,1334,0,68.5,5,-8.83,4,13.69,wcc
2016_1335,9.96,98.62,5.07,67.21,13.44,0,104.9,2016,18.48,2,42.88,0,279.6,2.59,30.5,10,17,139.88,25.37,27,1335,0,68.07,5,-6.29,8,13.33,ivy
2016_1336,10.41,99.14,5.19,69.57,10.06,1,103.57,2016,20.22,4,40.69,0,173.81,4.41,31.73,16,16,69.75,24.31,32,1336,1,65.84,5,-4.43,11,11.28,big_ten
2016_1337,10.9,105.33,5.73,68.25,13.93,2,104.68,2016,18.43,6,44.77,0,189.65,2.77,33.94,17,13,158.85,25.5,30,1337,0,72.87,4,0.65,9,11.2,wcc
2016_1338,12.65,112.25,5.03,75.76,16.77,3,103.3,2016,17.48,3,45.92,0,143.7,3.45,35.14,20,11,44.0,24.97,31,1338,1,75.77,2,8.95,14,11.68,acc
2016_1339,11.58,106.0,6.32,72.79,12.94,1,110.01,2016,21.81,3,42.83,0,224.45,3.97,36.33,11,20,160.8,23.48,31,1339,0,76.94,5,-4.01,7,12.19,wcc
2016_1340,10.41,104.18,8.34,65.89,16.48,1,107.21,2016,19.07,4,47.03,0,291.0,3.55,31.5,11,18,185.06,24.34,29,1340,0,75.97,5,-3.03,6,12.66,big_sky
2016_1341,11.45,87.66,7.71,68.57,8.68,0,102.73,2016,22.29,3,38.04,0,268.43,2.71,27.19,7,24,207.71,20.71,31,1341,0,60.42,6,-15.08,4,15.0,swac
2016_1342,8.82,94.31,6.14,71.46,10.71,1,107.81,2016,19.04,3,42.86,0,280.38,1.79,30.82,8,20,190.45,23.29,28,1342,0,64.82,4,-13.51,4,14.43,big_south
2016_1343,9.63,111.8,7.11,71.19,14.67,0,98.91,2016,17.37,9,46.43,0,229.71,3.56,38.64,21,6,57.0,26.52,27,1343,0,78.26,0,12.89,12,11.48,ivy
2016_1344,11.67,105.41,6.64,72.72,15.91,3,98.31,2016,16.91,7,42.2,1,158.78,3.61,32.1,23,10,49.3,24.91,33,1344,1,73.97,2,7.1,13,11.52,big_east
2016_1345,11.62,113.91,4.26,74.24,17.59,4,95.07,2016,17.18,5,47.17,0,138.04,4.65,36.84,26,8,46.13,29.21,34,1345,2,77.74,1,18.84,17,11.94,big_ten
2016_1346,16.6,93.46,4.87,64.66,12.57,0,100.08,2016,20.43,3,36.78,0,255.44,4.7,34.08,9,21,173.81,26.8,30,1346,0,65.63,6,-6.62,6,15.3,maac
2016_1347,12.79,104.13,5.83,65.08,12.45,1,106.68,2016,18.79,7,44.28,0,226.71,4.34,34.39,14,15,163.4,23.9,29,1347,0,71.55,5,-2.54,6,13.24,big_south
2016_1348,10.47,105.65,5.31,66.92,12.22,1,98.53,2016,19.0,3,44.38,0,186.53,4.97,36.47,17,15,78.8,24.47,32,1348,1,69.38,3,7.12,13,11.53,a_ten
2016_1349,9.17,106.12,6.17,74.89,12.97,0,113.9,2016,17.73,3,44.88,0,253.5,2.7,31.9,10,20,165.35,23.07,30,1349,0,75.57,5,-7.79,7,12.77,cusa
2016_1350,7.84,109.75,6.56,66.05,16.59,2,106.22,2016,19.06,5,48.16,0,186.5,2.31,35.61,16,16,67.0,24.06,32,1350,1,76.56,3,3.52,9,10.22,a_ten
2016_1351,10.0,99.07,5.73,68.18,12.61,2,101.21,2016,17.79,4,42.67,0,263.0,3.76,31.58,13,20,145.45,25.45,33,1351,0,65.97,5,-2.14,7,12.79,maac
2016_1352,9.47,93.48,8.28,66.67,12.5,1,101.42,2016,17.28,5,41.63,0,266.5,3.97,27.6,10,22,203.36,23.06,32,1352,0,65.06,6,-7.93,4,14.19,nec
2016_1353,9.58,93.24,6.1,68.15,11.58,0,112.68,2016,17.26,0,41.53,0,290.0,3.35,32.16,6,25,96.0,24.87,31,1353,0,67.55,3,-19.44,6,13.65,big_ten
